theta1_x/theta_E,theta1_y/theta_E,theta2_x/theta_E,theta2_y/theta_E
5.084843641513417944e-01,1.095640370685718512e+00,-3.485194524009608830e-01,-7.509611090147909618e-01
8.192233650397822142e-01,8.848758454140536189e-01,-5.633761320087939950e-01,-6.085250401435663425e-01
9.281846811256631025e-01,7.307249871136103359e-01,-6.651337298408014354e-01,-5.236348391112324308e-01
7.949831527731502367e-01,8.792383941959533988e-01,-5.658008033206727294e-01,-6.257664555671456075e-01
6.295954865505744014e-01,1.033685335270625449e+00,-4.297885661727141038e-01,-7.056374253153674392e-01
5.345421515611515906e-01,1.089851086963034010e+00,-3.627677425574706849e-01,-7.396288906061244672e-01
3.659089399304623069e-01,1.165838966536683508e+00,-2.450715486402612886e-01,-7.808335075076441312e-01
7.911893863738921340e-01,8.853838377164597873e-01,-5.611729200924490124e-01,-6.279829357812022339e-01
7.456334015929072523e-01,9.419893295105445929e-01,-5.166123822394055320e-01,-6.526576606183678297e-01
3.586009871678973449e-01,1.161168807135777303e+00,-2.428052851659706912e-01,-7.862162499023708229e-01
7.389756237965643404e-01,9.602776631217755376e-01,-5.033145907683280740e-01,-6.540428986750427276e-01
8.978916328618177234e-01,7.792308988209095677e-01,-6.352661434111217531e-01,-5.513126415300084737e-01
4.336811009534852768e-01,1.116557482807965629e+00,-3.022631540975999620e-01,-7.782081943225157561e-01
4.563460504261500073e-01,1.123923377478304397e+00,-3.101324218183632575e-01,-7.638174553502109498e-01
8.795056717553187964e-01,8.001973538086896154e-01,-6.220660892633805839e-01,-5.659720619302157640e-01
3.034500414438570104e-01,1.183232325927874085e+00,-2.033682989639639116e-01,-7.929870243489386405e-01
4.439043724050961148e-01,1.131690440450119128e+00,-3.003871152271163636e-01,-7.658073402049989653e-01
6.789264969913979542e-01,9.758648198182667821e-01,-4.803997133684402288e-01,-6.905094760692183087e-01
8.851650920840675729e-01,8.084207969894601220e-01,-6.159549456492637853e-01,-5.625513167255417057e-01
4.493337959820306038e-01,1.126210130203266546e+00,-3.056172487987129371e-01,-7.659990070627297198e-01
4.317008954337051563e-01,1.121896039110515941e+00,-2.987515572202515957e-01,-7.763898390499622826e-01
6.964286474238429170e-01,9.924278078130646108e-01,-4.737848947694363599e-01,-6.751550302106047452e-01
5.538487696429735818e-01,1.049373074555241869e+00,-3.933774131110713279e-01,-7.453292091324038582e-01
6.672637452225929078e-01,9.946774461384310095e-01,-4.651139851972723172e-01,-6.933366217955675426e-01
4.044444430406671231e-01,1.135849863110582003e+00,-2.782114850093685421e-01,-7.813346989957490329e-01
5.105202872387013535e-01,1.094042796829000963e+00,-3.502566449010259819e-01,-7.505984952490082351e-01
3.401274285627141070e-01,1.178877251824910877e+00,-2.259325018812414487e-01,-7.830791184386187709e-01
6.374309293342635963e-01,9.901370690067885505e-01,-4.596781622887965435e-01,-7.140293439642333428e-01
7.152002819654510457e-01,9.748024458850595986e-01,-4.892763259628236661e-01,-6.668730022749852493e-01
4.054785096043247439e-01,1.132523057159851687e+00,-2.802159930300454627e-01,-7.826581818137519075e-01
6.985210738688939491e-01,9.680031014737175976e-01,-4.902034042529441749e-01,-6.793186826012458379e-01
9.757672810169631950e-01,6.862621925203411521e-01,-6.856739873296948673e-01,-4.822380736199953777e-01
4.290085025567647037e-01,1.133926253117207406e+00,-2.918748746098951963e-01,-7.714639243115262168e-01
6.980559911092767411e-01,9.487396809114554408e-01,-5.031436145245186120e-01,-6.838309797156389980e-01
4.540756406529045663e-01,1.116242770216331337e+00,-3.126849458767058110e-01,-7.686655678963365546e-01
4.244928345993616570e-01,1.150938122188550850e+00,-2.820826428901202498e-01,-7.648177798250797021e-01
6.047417409494427742e-01,1.022541663407668500e+00,-4.284985584462960295e-01,-7.245367717359104676e-01
4.796961223655663575e-01,1.090505907556482912e+00,-3.379780414211712714e-01,-7.683344384286679984e-01
4.582545642065146696e-01,1.101933566478315862e+00,-3.217504019489857425e-01,-7.736912965600031278e-01
8.536774551081121043e-01,8.383965751939210787e-01,-5.962792132626503205e-01,-5.856057779989288781e-01
4.302377142375399255e-01,1.147278900885216224e+00,-2.865665896156655013e-01,-7.641631383881104522e-01
6.361648774910076964e-01,9.933584085472979552e-01,-4.571901627308267990e-01,-7.138930621962761291e-01
8.733341984200752028e-01,8.369883025923304798e-01,-5.968406027527151103e-01,-5.720016505936650342e-01
9.410274698880511934e-01,7.172725868914390235e-01,-6.721563988417135205e-01,-5.123329280176961431e-01
5.101664087866384367e-01,1.091623073480628481e+00,-3.513758863161377533e-01,-7.518527648256406737e-01
4.726605491785143554e-01,1.091752276678702893e+00,-3.339575969860341664e-01,-7.713759218054601074e-01
9.274186856043218352e-01,7.725524109187672517e-01,-6.365512658545375846e-01,-5.302558841467281958e-01
6.207958146326715276e-01,1.025586802754818061e+00,-4.319433750856182530e-01,-7.135928023086097749e-01
6.783399091623198984e-01,9.631436511752941021e-01,-4.887912109971198626e-01,-6.940121689191481869e-01
4.663938746980906269e-01,1.118479354619889898e+00,-3.175946482611002875e-01,-7.616374838707988815e-01
6.140228183584994781e-01,1.028167070480579648e+00,-4.281436086366361415e-01,-7.169166139684075567e-01
8.277773150649108125e-01,8.615589222508071021e-01,-5.798794117273786686e-01,-6.035443009985069773e-01
3.523500973343005604e-01,1.175157655619113450e+00,-2.340969396772562272e-01,-7.807598547581070525e-01
3.633040531863451772e-01,1.170244140187156390e+00,-2.419669967971236624e-01,-7.794035261568643680e-01
8.708374254897550681e-01,8.273257490178812512e-01,-6.035638368914171270e-01,-5.734065725935805213e-01
7.511535388924830414e-01,9.090395182463404389e-01,-5.401710914683769404e-01,-6.537103845413662073e-01
3.924756271558630938e-01,1.150089627914969714e+00,-2.657710619641206473e-01,-7.788013334226624451e-01
6.606813498846643151e-01,9.992520394280752782e-01,-4.604036831056178558e-01,-6.963407085485292525e-01
4.215519899518336833e-01,1.121530350852870006e+00,-2.936546837602876381e-01,-7.812622128646445896e-01
9.683147359723561776e-01,7.154401082428323289e-01,-6.680391640006333454e-01,-4.935812644874473798e-01
8.934921482683547689e-01,7.768755230207089468e-01,-6.373601700808696480e-01,-5.541733259142513912e-01
9.704965680228651026e-01,6.939617944055288534e-01,-6.817934686549826928e-01,-4.875221968952230811e-01
6.810752167100947441e-01,9.685066976174728781e-01,-4.858338225759290530e-01,-6.908683498524256228e-01
8.988439964497678680e-01,7.989945749988216495e-01,-6.214727261244942236e-01,-5.524355045419157006e-01
4.246860472068785808e-01,1.142332389977511520e+00,-2.859296633224301387e-01,-7.691015935578081608e-01
8.211729320838143664e-01,8.719316410745979740e-01,-5.724095826066714077e-01,-6.077916200458967078e-01
8.558733848806485689e-01,8.248088619019681156e-01,-6.057869987324976391e-01,-5.837995360134229372e-01
7.996438462689022808e-01,8.633514095441274794e-01,-5.774410874234487956e-01,-6.234457741178968115e-01
6.514740099574987120e-01,9.925816212572109443e-01,-4.621573971571249495e-01,-7.041400447826899889e-01
6.967232444992454976e-01,9.945083614335386013e-01,-4.725244791094885266e-01,-6.744852409713489871e-01
4.659907926777117626e-01,1.113231603316429563e+00,-3.199536853105317546e-01,-7.643553471057233928e-01
4.406219320522806737e-01,1.108177450386697904e+00,-3.098160588607076216e-01,-7.791967335760697777e-01
6.326671105662172723e-01,1.037524142377291625e+00,-4.284260989246500007e-01,-7.025849983904338680e-01
8.809429092218881152e-01,7.979281361477944534e-01,-6.235661539318266833e-01,-5.648050217137823292e-01
7.045209969171665199e-01,9.702135257105554134e-01,-4.900456141580528668e-01,-6.748540996673509929e-01
7.483875989409691787e-01,9.058380950684569166e-01,-5.420637052481704909e-01,-6.561064812706535188e-01
4.810135349208333744e-01,1.106166041755263230e+00,-3.305986451521291114e-01,-7.602634191525837748e-01
6.395467193425586894e-01,1.010049492468116039e+00,-4.474795530046073999e-01,-7.067138048441339304e-01
6.081162487851372589e-01,1.046588875282668862e+00,-4.150528857407175809e-01,-7.143202204151011259e-01
6.618096933030381823e-01,9.855425167204345804e-01,-4.696063366959427610e-01,-6.993203871422631890e-01
3.623759397747006727e-01,1.171515883628399202e+00,-2.409789761344608705e-01,-7.790547527453131060e-01
7.896996373727879215e-01,9.190765929626670827e-01,-5.378226209072941577e-01,-6.259344168957585719e-01
8.152704321093291462e-01,8.922702997142372139e-01,-5.580939504185948863e-01,-6.108042642001808575e-01
6.081099337185453813e-01,1.040730459479795922e+00,-4.185439984790266243e-01,-7.163038518150494083e-01
3.843670781217790045e-01,1.156679061823770338e+00,-2.587207621984707884e-01,-7.785705528069301051e-01
8.518414776676753730e-01,8.517991142805758642e-01,-5.869928613437918052e-01,-5.869636692858072324e-01
3.546723949889891703e-01,1.155057433156442492e+00,-2.429345873887313878e-01,-7.911622243475106009e-01
5.057021626508292345e-01,1.095379662225328676e+00,-3.474204393770295995e-01,-7.525324422979544625e-01
6.590905185341996431e-01,1.018148689780463245e+00,-4.480478528998944054e-01,-6.921345726585602653e-01
3.969474011140712855e-01,1.161119413475757201e+00,-2.636183341850614203e-01,-7.711156810986463661e-01
6.695679474319965463e-01,1.005217705607682976e+00,-4.589905059493102346e-01,-6.890792563407989180e-01
6.951544020555840975e-01,9.903550131522901312e-01,-4.748183946666300059e-01,-6.764522760763869158e-01
6.810959623183787670e-01,9.615309745023690180e-01,-4.905499256146836906e-01,-6.925293557941616385e-01
6.766024986372282113e-01,9.777956848852548122e-01,-4.785446625164232470e-01,-6.915713538981649311e-01
5.599290853854806960e-01,1.051077797117715207e+00,-3.947930348900494657e-01,-7.410906206881077152e-01
8.748723887429196155e-01,8.213996611896697830e-01,-6.075084615709208657e-01,-5.703771783462292522e-01
6.755023721313215823e-01,9.768875322284823470e-01,-4.788716063280248902e-01,-6.925271043594940501e-01
6.067356383361623973e-01,1.033964388658327183e+00,-4.221619879486516735e-01,-7.194244646335877791e-01
4.360850523710861348e-01,1.140673314524276005e+00,-2.924182667526735724e-01,-7.648822443021480177e-01
5.881858292926358533e-01,1.044936817448544719e+00,-4.090715793032184133e-01,-7.267328332269068492e-01
4.491582831797116260e-01,1.122362269802008594e+00,-3.073394823591212854e-01,-7.679836973692014679e-01
8.360404948521791280e-01,8.612847998952407602e-01,-5.802712913307124243e-01,-5.977926262137480684e-01
8.328142965215126203e-01,8.754314950673665052e-01,-5.704363970003436535e-01,-5.996270596610165926e-01
6.174759519924363227e-01,1.028094972972231957e+00,-4.293227542493504023e-01,-7.148206565812248448e-01
3.783558110601998314e-01,1.158192466878999349e+00,-2.548600726089480517e-01,-7.801572159729645017e-01
5.428498666283433360e-01,1.077705594228069108e+00,-3.728017974092990849e-01,-7.401136249727570116e-01
5.060770553202513788e-01,1.071211827797837968e+00,-3.605542139678190594e-01,-7.631840537016038040e-01
8.144821751832255208e-01,8.466534665769983592e-01,-5.901175367058274501e-01,-6.134266327283006692e-01
6.805191789449784867e-01,9.933188791547954422e-01,-4.693919576927332860e-01,-6.851473224053232780e-01
4.098932259394998390e-01,1.131901502853155828e+00,-2.828384049382068333e-01,-7.810453926881901765e-01
8.233823176847404612e-01,8.590645987631843061e-01,-5.815050460876152183e-01,-6.067052793903860985e-01
7.977316790123327728e-01,9.083982123078152560e-01,-5.458071944296821743e-01,-6.215251227060801797e-01
6.704067233379483737e-01,1.004495107171423651e+00,-4.596689303557799922e-01,-6.887389033960279461e-01
4.058505581252384031e-01,1.148619724354740690e+00,-2.734764735091933519e-01,-7.739806323555777912e-01
5.422392323768481237e-01,1.053347117028438529e+00,-3.863303792171971507e-01,-7.504805386086871311e-01
4.744625985152159386e-01,1.112769362314668387e+00,-3.242259067954386675e-01,-7.604153766381334112e-01
6.116057359240738567e-01,1.046549693565768324e+00,-4.162486549227318866e-01,-7.122642523918835122e-01
8.909807574879454739e-01,7.697810156316444719e-01,-6.426533741978095460e-01,-5.552335030038918484e-01
6.414912916742807614e-01,9.997258361129355286e-01,-4.546479045733904933e-01,-7.085415849532880062e-01
7.482448535541389445e-01,9.453952269737960767e-01,-5.147378778377307285e-01,-6.503629534355382935e-01
4.234417244586725082e-01,1.152553756599770329e+00,-2.808559284469737127e-01,-7.644536111992638050e-01
6.263175826822685588e-01,1.031675559690781618e+00,-4.299776658864630785e-01,-7.082628068785831177e-01
7.935388972022046072e-01,8.937513388937231573e-01,-5.555067776673804358e-01,-6.256592185401692596e-01
8.138685440946645810e-01,8.585877256481846409e-01,-5.815195603145186798e-01,-6.134719916786721683e-01
6.485065616602387895e-01,9.850741888424157100e-01,-4.662388958433712483e-01,-7.082116500932420511e-01
7.994801859426693413e-01,8.649257821833045146e-01,-5.762994700242960455e-01,-6.234754514833371619e-01
3.450194601219401247e-01,1.178827826002173174e+00,-2.286906124510648119e-01,-7.813671072568318943e-01
9.826539695218193815e-01,6.848847395195766241e-01,-6.849309651098992591e-01,-4.773794033076150245e-01
4.793619035958260888e-01,1.112829723591616027e+00,-3.265012550569123539e-01,-7.579665774267489997e-01
5.201655644891469699e-01,1.079713733525840658e+00,-3.621430223113477620e-01,-7.517044983055107821e-01
5.011510758186866754e-01,1.101415803312147057e+00,-3.422533815525759526e-01,-7.521948996382322727e-01
4.560900040299020186e-01,1.103276342986597491e+00,-3.200099872412314750e-01,-7.741003865972613252e-01
9.844272110506850915e-01,6.741359292753809074e-01,-6.915267703696230672e-01,-4.735576553845649572e-01
8.537537660908947057e-01,8.091455414660521095e-01,-6.170470954653480833e-01,-5.848066808026332053e-01
4.316768405007890830e-01,1.130583200635890018e+00,-2.947478267946759267e-01,-7.719592763220953779e-01
7.749990951444101217e-01,9.158337127385052234e-01,-5.384275134816889352e-01,-6.362717992859239224e-01
6.993155718732585457e-01,9.719393728210745653e-01,-4.877669443007612293e-01,-6.779198361858507216e-01
6.904541826642349722e-01,9.579082376418655009e-01,-4.951923334624398487e-01,-6.870098369314139308e-01
9.300807229117847852e-01,7.354783983869933595e-01,-6.615183943480442696e-01,-5.231078090248528767e-01
7.926343068628952659e-01,9.040514541504347523e-01,-5.483164590685072337e-01,-6.253909121312426489e-01
5.231014972825722698e-01,1.085458538587286359e+00,-3.602986163191487790e-01,-7.476354236347054760e-01
6.641528212509372198e-01,1.020723023235359017e+00,-4.478518269215470138e-01,-6.882944047061746451e-01
6.622705648594711114e-01,9.774130218027560213e-01,-4.751074434991259254e-01,-7.011880440888987875e-01
9.190898454793497985e-01,7.754376645494676090e-01,-6.355954068734745999e-01,-5.362529249219188943e-01
8.172817091745202545e-01,8.726517372816968710e-01,-5.717373948114595761e-01,-6.104720382829365022e-01
6.556577764516485773e-01,1.018381679334970924e+00,-4.469413611324181690e-01,-6.941988797533238387e-01
7.387422910305482260e-01,9.531195307184694432e-01,-5.080140070529189922e-01,-6.554357018402579005e-01
7.816137299887232492e-01,9.072372935843320274e-01,-5.450585678436119519e-01,-6.326621974034729590e-01
6.022694070063899785e-01,1.054517290563191212e+00,-4.083915712470940762e-01,-7.150553692257540783e-01
6.480179646872588073e-01,9.861580779165225463e-01,-4.653847018899592847e-01,-7.082255556434261523e-01
8.387426968062935417e-01,8.724274649487523403e-01,-5.726695480466046373e-01,-5.956685452618990517e-01
7.816529864882495460e-01,9.010612858996613905e-01,-5.493407295203595053e-01,-6.332601201493833765e-01
8.988181733500217874e-01,8.061295848185490165e-01,-6.165921987171523178e-01,-5.530075246494261521e-01
7.983986489815565468e-01,8.637575396713237375e-01,-5.770788260591994678e-01,-6.243199279321732797e-01
9.918358513607105076e-01,6.639276214409842725e-01,-6.962507721664249472e-01,-4.660651442037746506e-01
8.037909841817957313e-01,8.866355626108812782e-01,-5.612271634087945271e-01,-6.190713401544211125e-01
7.420105543578640050e-01,9.308500929090388620e-01,-5.236261967868635070e-01,-6.568875483859791808e-01
8.024235806179248476e-01,9.034041016322914563e-01,-5.495966946946659881e-01,-6.187603657514202382e-01
6.866967278966942256e-01,9.785972005883322167e-01,-4.804746603499300828e-01,-6.847144284671854431e-01
4.403296100498215182e-01,1.135997365642531731e+00,-2.966420704839816125e-01,-7.653008176543496521e-01
8.326356450220290251e-01,8.761594302792059530e-01,-5.699324339209804746e-01,-5.997241165295489340e-01
3.697551082175701276e-01,1.147511104874287202e+00,-2.543893785512155170e-01,-7.894810115180914689e-01
6.630082461267777783e-01,9.914347341762506094e-01,-4.660791810935868140e-01,-6.969552667136004187e-01
4.857662347065873076e-01,1.125334843383734462e+00,-3.233381657579092461e-01,-7.490510416866290599e-01
7.900173376757455568e-01,9.142846822931470774e-01,-5.410915053223865900e-01,-6.262035672415181553e-01
5.631726779275071371e-01,1.072127431069784365e+00,-3.839934076880222591e-01,-7.310188897077234405e-01
4.827842652996472417e-01,1.113138640257373746e+00,-3.279431784631064439e-01,-7.561270115742735332e-01
5.612728048091124577e-01,1.079724766313919782e+00,-3.790251204777772553e-01,-7.291335089255853719e-01
6.943580406726264087e-01,9.881373891348357308e-01,-4.760609596209077199e-01,-6.774799255628081163e-01
6.213070955490098690e-01,1.009377063558714260e+00,-4.422540874953834189e-01,-7.184870982174640375e-01
4.797826455975879867e-01,1.128499781388107248e+00,-3.190673954739989271e-01,-7.504804297204257235e-01
8.490183726511802975e-01,8.583469991053339632e-01,-5.824802192950242485e-01,-5.888802461469393457e-01
6.514922735837715972e-01,1.025256761513513082e+00,-4.415119917565050733e-01,-6.948097056433468754e-01
4.292880685463482116e-01,1.151772743730101523e+00,-2.841332730181445609e-01,-7.623248429831214201e-01
4.423767880771066197e-01,1.143621629117359317e+00,-2.942180799988309836e-01,-7.606053686193791075e-01
8.452815020342205887e-01,8.653725456406744510e-01,-5.776264622602319543e-01,-5.913557564818415768e-01
7.276924789929304360e-01,9.592304816306509441e-01,-5.019747731340190589e-01,-6.616936649752838129e-01
7.731326316803026621e-01,9.119896141612953144e-01,-5.408567614891893749e-01,-6.379962881078072856e-01
5.817734707722094223e-01,1.063471448324183166e+00,-3.959172750124413387e-01,-7.237296628792199149e-01
7.291682671955403983e-01,9.604265530219762148e-01,-5.014548492808360569e-01,-6.604930220609763758e-01
7.856086812915138440e-01,9.216274384945688514e-01,-5.356746171727927441e-01,-6.284202772300152562e-01
5.511166506531397502e-01,1.067364445928296934e+00,-3.819251675515921707e-01,-7.396861342633338499e-01
3.452797734953224063e-01,1.163576404147840027e+00,-2.343854258322685957e-01,-7.898677301995681299e-01
4.560181280653736180e-01,1.111921820688089646e+00,-3.157314760944951448e-01,-7.698569336199738711e-01
7.899721620962558699e-01,8.995571377172620897e-01,-5.511719295166267463e-01,-6.276305256002984168e-01
9.289391695143718319e-01,7.421472020678115955e-01,-6.570929495400930076e-01,-5.249640773083161793e-01
7.532281784164028826e-01,9.192478504047916221e-01,-5.333082351936881960e-01,-6.508551629542899120e-01
8.532688595658146635e-01,8.227859516132940421e-01,-6.072895758579351932e-01,-5.855942426298802461e-01
7.447945351313381979e-01,9.237382020544483430e-01,-5.289691966816297830e-01,-6.560588613861257912e-01
4.727585265313300478e-01,1.106172516087910340e+00,-3.266896284004693340e-01,-7.643967648325914466e-01
5.908730756553116636e-01,1.040802034794411357e+00,-4.125056761029474162e-01,-7.266141659543944309e-01
6.155241785133803711e-01,1.013676903583998534e+00,-4.376560133451449786e-01,-7.207544527562043113e-01
6.779347822672472379e-01,9.801748668128309472e-01,-4.773051348909243541e-01,-6.900995630526077784e-01
5.355004455940104435e-01,1.075600879286970457e+00,-3.709279032267845388e-01,-7.450421043445425440e-01
8.836291939446255794e-01,8.249281880789942623e-01,-6.046841306443895281e-01,-5.645139246993436943e-01
4.041692574339066923e-01,1.140295696066807141e+00,-2.761422411604430582e-01,-7.790889665797705588e-01
4.133747499542762549e-01,1.143203788164422807e+00,-2.797242822689712249e-01,-7.735882735141264011e-01
5.183488348681783986e-01,1.097965493541834370e+00,-3.516103675730070099e-01,-7.447803965159882633e-01
6.270564678950428794e-01,1.000000313168318167e+00,-4.500834551670376271e-01,-7.177720335614999891e-01
7.364000578924041474e-01,9.422760284019310317e-01,-5.149041658997918214e-01,-6.588563475134259217e-01
6.835480395661012176e-01,9.987616940273712496e-01,-4.666612362783242873e-01,-6.818589768439746734e-01
4.251913826400611218e-01,1.130051618103851796e+00,-2.916655972275621900e-01,-7.751737065923749448e-01
9.517821680179650023e-01,7.195736618013541808e-01,-6.685386764849322594e-01,-5.054337427815872585e-01
8.830724017457562969e-01,8.168890755593218866e-01,-6.102255357683017412e-01,-5.644911706118275196e-01
5.548010354055055160e-01,1.086882745327917954e+00,-3.725701569624255138e-01,-7.298834161882963301e-01
8.877806578594824582e-01,7.792210164993992327e-01,-6.362468849655006364e-01,-5.584453097263413213e-01
3.797094829274312300e-01,1.138662386373628932e+00,-2.635532921672139040e-01,-7.903363863396052347e-01
7.261345177732251299e-01,9.507839405725750925e-01,-5.073388395066908974e-01,-6.642978803857590986e-01
4.585224718234989227e-01,1.111981664249718005e+00,-3.169336198965181928e-01,-7.686087286140210750e-01
3.106491406231511876e-01,1.180731694221775374e+00,-2.084012090817543295e-01,-7.921023447332470324e-01
9.456295578636108035e-01,7.357566636626037271e-01,-6.587213937771891903e-01,-5.125248581100166900e-01
6.336795626402861314e-01,1.023153366037534928e+00,-4.375053858174940413e-01,-7.064060994702198171e-01
9.466602131796577613e-01,7.442117128101073398e-01,-6.528616236740730772e-01,-5.132435697815278530e-01
3.760087394682731232e-01,1.141949224327813095e+00,-2.601361412038762921e-01,-7.900408514107489788e-01
7.918488633432706481e-01,8.956051976624400668e-01,-5.540762835224043448e-01,-6.266771632770953282e-01
7.792775966966291046e-01,9.260026748253278317e-01,-5.320192445899633027e-01,-6.321896659639816285e-01
5.097850158074177518e-01,1.108859192130687843e+00,-3.422640552551131088e-01,-7.444758712738052120e-01
7.370325212363143530e-01,9.390685558166786961e-01,-5.171915998517413460e-01,-6.589646382748549636e-01
8.245373835708689203e-01,8.649829218608109382e-01,-5.773839421830112562e-01,-6.057060107839838947e-01
6.405001498994423725e-01,9.973577139678195813e-01,-4.558840464395852998e-01,-7.098819109765519553e-01
6.610472500199315871e-01,1.022888180654920820e+00,-4.456647446535783597e-01,-6.896106138055844159e-01
4.420973333384469739e-01,1.107645302035209056e+00,-3.108265332242980961e-01,-7.787550914952415804e-01
8.241057540749898713e-01,8.556623039836408484e-01,-5.839303646240402434e-01,-6.062901498862101057e-01
6.207117997377199492e-01,1.026947087334305175e+00,-4.310787616112514709e-01,-7.132055147580785848e-01
6.026254574264695574e-01,1.032066254836746522e+00,-4.219126095171347735e-01,-7.225744638009740095e-01
6.697246919641374197e-01,9.910704077279962609e-01,-4.680928804261166865e-01,-6.926920978498510850e-01
9.485620463394890400e-01,7.131917285952964480e-01,-6.734973705345678185e-01,-5.063798997119318690e-01
5.698989561691597538e-01,1.071295088282337105e+00,-3.870391966527642058e-01,-7.275556234284008550e-01
7.051948024311799346e-01,9.849578127855131982e-01,-4.805607264405908907e-01,-6.712075023719907829e-01
8.697553831788390477e-01,8.150264026404652196e-01,-6.121837035781781955e-01,-5.736623093482436930e-01
6.657308237608018375e-01,9.753319571320367976e-01,-4.774077926521087534e-01,-6.994284478628391977e-01
7.732719649526752503e-01,9.241284352940802860e-01,-5.325700585804915566e-01,-6.364683542491896828e-01
4.310526336800025726e-01,1.127423113122596021e+00,-2.958719298493305283e-01,-7.738564299875141383e-01
3.798281449680902533e-01,1.143426901842005350e+00,-2.616446814957748557e-01,-7.876498134999602163e-01
6.746817574453943811e-01,9.899699117355251765e-01,-4.700842261950873291e-01,-6.897611129678099529e-01
7.813288935774036492e-01,8.763281951755312882e-01,-5.668268912612214327e-01,-6.357455748520761674e-01
9.344194877870686256e-01,7.584137785990193725e-01,-6.451697393543772696e-01,-5.236466343615027164e-01
3.135338440126582693e-01,1.178070130159891704e+00,-2.109701401460337133e-01,-7.926979023408216030e-01
6.365268986717720345e-01,9.975174016090897489e-01,-4.545947062835200558e-01,-7.124068615849903363e-01
6.569187761787748103e-01,9.998088642149545180e-01,-4.590114007033391785e-01,-6.986003199184380730e-01
6.611261989195693634e-01,1.014691071117059140e+00,-4.507619761421700066e-01,-6.918257862689611848e-01
3.593150742882585402e-01,1.170622320818820228e+00,-2.396290197829503421e-01,-7.806938794023837724e-01
6.356989011983087412e-01,1.012558679816180307e+00,-4.447349664572062822e-01,-7.083860765767201473e-01
4.183772724376126906e-01,1.150908858257903011e+00,-2.789868603582187911e-01,-7.674614996485366047e-01
5.390389342949060136e-01,1.054526825481165497e+00,-3.843168793405486450e-01,-7.518426461716287701e-01
7.863988333743686665e-01,9.089391535468863692e-01,-5.443737826176235917e-01,-6.292006348260010817e-01
6.423147653389021938e-01,1.020104065871561660e+00,-4.420061633784154731e-01,-7.019802575528661936e-01
5.981514038631926544e-01,1.025386696287973631e+00,-4.244607858718378868e-01,-7.276359131115017753e-01
8.554249786497009067e-01,8.262690720453836901e-01,-6.047660839401084454e-01,-5.841535183722317282e-01
8.678589343667796330e-01,8.027403654058465898e-01,-6.209765336689823112e-01,-5.743824368295585847e-01
5.888071451272448575e-01,1.036688547334917665e+00,-4.142395551901645878e-01,-7.293345644199852318e-01
8.738230034241244448e-01,8.160986471508356876e-01,-6.112430060205915616e-01,-5.708645667819495229e-01
5.268056821933106981e-01,1.074434799553470654e+00,-3.678979253279661688e-01,-7.503380221909653480e-01
7.553543323821589883e-01,9.445497418628689967e-01,-5.163988359893193492e-01,-6.457424897448279522e-01
7.651546086463704155e-01,9.070420655227179330e-01,-5.433615505656892442e-01,-6.441205183650793309e-01
9.097796314888036973e-01,7.946452103061175665e-01,-6.234954623803955487e-01,-5.445908719866485725e-01
3.729851221025087815e-01,1.141053499746283340e+00,-2.588159665546291843e-01,-7.917818886786911481e-01
6.488319576373304809e-01,9.811900123123502571e-01,-4.689051844358225196e-01,-7.090974454545557748e-01
5.268890437714822683e-01,1.083470935813596325e+00,-3.629909059691155404e-01,-7.464381756109491617e-01
9.535853457627724294e-01,7.156452138725590828e-01,-6.708430547406473154e-01,-5.034532289302025010e-01
4.457407586165125224e-01,1.140495773470615370e+00,-2.972763576711425215e-01,-7.606269404866515815e-01
7.249037743325722483e-01,9.491682153470154537e-01,-5.082030533934690508e-01,-6.654265052868667540e-01
5.573719416640106061e-01,1.059318001589757863e+00,-3.890039760341605368e-01,-7.393248272827165346e-01
8.422062243059352804e-01,8.602876600526910833e-01,-5.810698440448842650e-01,-5.935449086386345163e-01
3.398842547191017194e-01,1.177560072501217636e+00,-2.262623231574771576e-01,-7.839065033530628890e-01
9.709731808864621172e-01,7.103862355699330777e-01,-6.708221711387706288e-01,-4.907888768431842852e-01
6.611218901870987708e-01,9.718055774622010867e-01,-4.785577422102195166e-01,-7.034483200760380806e-01
6.914111152127558890e-01,9.979010926754938726e-01,-4.691171676688563053e-01,-6.770682795076764515e-01
7.501469202087197585e-01,9.488835456609311381e-01,-5.127104933027484268e-01,-6.485430222753074680e-01
8.681393132822262659e-01,8.053335147061732036e-01,-6.191142611458314571e-01,-5.743242545349385164e-01
8.218919762399796713e-01,8.604029550574107121e-01,-5.805143172185337486e-01,-6.077151845099922900e-01
5.446569180424517542e-01,1.093849689011272996e+00,-3.647683690685729618e-01,-7.325744957043008876e-01
7.136790603556957269e-01,9.444309527983761887e-01,-5.093023353798564745e-01,-6.739736620905010245e-01
5.555547458900067515e-01,1.079293370868184887e+00,-3.770268028086831147e-01,-7.324616195279590736e-01
8.010310513142407940e-01,8.733194536206216885e-01,-5.703977759771844402e-01,-6.218728640363213600e-01
5.349298575423183655e-01,1.067041783687733059e+00,-3.754610088747150076e-01,-7.489441446688691606e-01
3.292888698133298320e-01,1.173903786382491043e+00,-2.215223822812290577e-01,-7.897198695960224724e-01
6.511631449742044664e-01,1.024773341870515830e+00,-4.417139456174009604e-01,-6.951509459570031080e-01
8.490267792200698604e-01,8.414119859200190898e-01,-5.942151016729152468e-01,-5.888856759283416231e-01
